term,refused_count,complied_count,log_odds
handle errors,8,15,-0.5753641449035618
new error,8,15,-0.5753641449035618
err os,26,47,-0.5753641449035618
file if,8,15,-0.5753641449035618
signal signal,8,15,-0.5753641449035618
with known,8,15,-0.5753641449035618
content type,77,138,-0.5777651064411
for int,13,24,-0.579818495252942
match the,13,24,-0.579818495252942
request body,13,24,-0.579818495252942
with test,13,24,-0.579818495252942
segoe ui,13,24,-0.579818495252942
headers and,13,24,-0.579818495252942
migrating our,13,24,-0.579818495252942
compliance team,13,24,-0.579818495252942
audio capture,13,24,-0.579818495252942
true int,13,24,-0.579818495252942
running on,9,17,-0.587786664902119
json body,24,44,-0.587786664902119
to bytes,9,17,-0.587786664902119
label for,9,17,-0.587786664902119
timedelta from,9,17,-0.587786664902119
remote diagnostics,9,17,-0.587786664902119
unistd include,9,17,-0.587786664902119
http os,9,17,-0.587786664902119
to set,9,17,-0.587786664902119
social media,24,44,-0.587786664902119
so they,9,17,-0.587786664902119
include unistd,9,17,-0.587786664902119
string for,14,26,-0.587786664902119
dss compliance,14,26,-0.587786664902119
messages to,14,26,-0.587786664902119
comments explaining,71,129,-0.590868331439527
target self,20,37,-0.5930637220029626
files for,15,28,-0.5947071077466928
make map,15,28,-0.5947071077466928
detect the,15,28,-0.5947071077466928
def start,37,68,-0.5965203448708736
should handle,10,19,-0.5978370007556203
of our,54,99,-0.5978370007556203
border radius,32,59,-0.5978370007556203
lab exercise,43,79,-0.5978370007556203
time json,21,39,-0.5978370007556203
module for,60,110,-0.5986563371390228
proc pid,16,30,-0.6007738604289302
interact with,16,30,-0.6007738604289302
with our,52,96,-0.6044190649512611
import enum,59,109,-0.6061358035703156
context background,11,21,-0.6061358035703156
config dict,11,21,-0.6061358035703156
go go,11,21,-0.6061358035703156
if config,29,54,-0.6061358035703156
testing framework,17,32,-0.6061358035703156
across multiple,17,32,-0.6061358035703156
path to,84,155,-0.6072047507592206
post self,12,23,-0.6131044728864089
parse response,19,36,-0.6151856390902334
json with,26,49,-0.6161861394238168
only and,6,12,-0.6190392084062235
with original,6,12,-0.6190392084062235
cd pipeline,20,38,-0.6190392084062235
import context,6,12,-0.6190392084062235
and any,6,12,-0.6190392084062235
with tls,6,12,-0.6190392084062235
technique documented,6,12,-0.6190392084062235
message str,6,12,-0.6190392084062235
need ported,6,12,-0.6190392084062235
info lab,6,12,-0.6190392084062235
keyboardinterrupt logger,6,12,-0.6190392084062235
scanning and,6,12,-0.6190392084062235
border none,6,12,-0.6190392084062235
has been,13,25,-0.6190392084062235
interaction patterns,6,12,-0.6190392084062235
capture interval,6,12,-0.6190392084062235
encoding for,6,12,-0.6190392084062235
success false,13,25,-0.6190392084062235
all test,14,27,-0.6241543090729939
logging basicconfig,101,190,-0.6273006147623588
implementing the,7,14,-0.6286086594223741
responds to,7,14,-0.6286086594223741
bearer self,7,14,-0.6286086594223741
default path,7,14,-0.6286086594223741
bytes build,7,14,-0.6286086594223741
to establish,7,14,-0.6286086594223741
in local,7,14,-0.6286086594223741
int count,7,14,-0.6286086594223741
for domain,7,14,-0.6286086594223741
for real,7,14,-0.6286086594223741
the login,7,14,-0.6286086594223741
none none,23,44,-0.6286086594223741
implement if,7,14,-0.6286086594223741
up to,15,29,-0.6286086594223741
alpine latest,7,14,-0.6286086594223741
functions the,7,14,-0.6286086594223741
web applications,7,14,-0.6286086594223741
input validation,16,31,-0.6325225587435105
payload for,16,31,-0.6325225587435105
if logging,8,16,-0.6359887667199966
detection pass,8,16,-0.6359887667199966
char char,8,16,-0.6359887667199966
access point,8,16,-0.6359887667199966
self sock,8,16,-0.6359887667199966
test corpus,8,16,-0.6359887667199966
query from,8,16,-0.6359887667199966
request headers,8,16,-0.6359887667199966
time since,8,16,-0.6359887667199966
from enum,63,120,-0.6369074622370692
datetime utcnow,36,69,-0.6375773294051345
task execution,27,52,-0.6380874033769179
application json,56,107,-0.6390799592896694
return value,18,35,-0.6390799592896694
based on,94,179,-0.6390799592896694
of the,165,314,-0.6405848504690898
from urllib,9,18,-0.6418538861723948
configurations and,9,18,-0.6418538861723948
to if,9,18,-0.6418538861723948
thread target,19,37,-0.6418538861723948
name name,9,18,-0.6418538861723948
self result,19,37,-0.6418538861723948
starttime time,9,18,-0.6418538861723948
should maintain,9,18,-0.6418538861723948
argc char,9,18,-0.6418538861723948
data flow,9,18,-0.6418538861723948
level logging,100,191,-0.6423748551865222
for the,349,665,-0.6433565160569297
waf rules,10,20,-0.6466271649250523
browser based,10,20,-0.6466271649250523
bool int,10,20,-0.6466271649250523
sensitive files,10,20,-0.6466271649250523
http request,54,104,-0.6466271649250523
and start,10,20,-0.6466271649250523
str list,100,192,-0.6475696720636261
that needs,23,45,-0.6505875661411494
analysis tool,11,22,-0.6505875661411494
the module,47,91,-0.6505875661411494
and need,11,22,-0.6505875661411494
file and,11,22,-0.6505875661411494
main orchestrator,11,22,-0.6505875661411494
should detect,36,70,-0.651761964397091
basicconfig level,98,189,-0.6519042220258963
logger error,74,143,-0.6523251860396901
constructor config,12,24,-0.6539264674066639
internal api,12,24,-0.6539264674066639
on error,12,24,-0.6539264674066639
the form,12,24,-0.6539264674066639
timestamp timestamp,12,24,-0.6539264674066639
int argc,13,26,-0.6567795363890705
environ get,55,107,-0.6567795363890705
support for,13,26,-0.6567795363890705
web application,27,53,-0.6567795363890705
logger logging,104,202,-0.6592456288842639
awareness training,14,28,-0.6592456288842639
self os,14,28,-0.6592456288842639
os environ,60,117,-0.6598107602923535
name if,15,30,-0.661398482245365
content area,15,30,-0.661398482245365
self return,36,71,-0.665748206371831
sha hash,18,36,-0.666478933477784
should include,19,38,-0.6678293725756556
none list,19,38,-0.6678293725756556
response body,23,46,-0.672093771362113
with the,167,328,-0.672093771362113
set up,26,52,-0.6744550475477927
used in,26,52,-0.6744550475477927
is used,29,58,-0.6763400622435641
bool true,96,190,-0.677562449543247
datetime import,115,229,-0.6844891178168307
field from,84,168,-0.6872474584327569
dict from,9,19,-0.6931471805599453
this demonstrates,13,27,-0.6931471805599453
import shutil,12,25,-0.6931471805599453
platform engineering,7,15,-0.6931471805599453
if filename,6,13,-0.6931471805599453
getlogger dataclass,20,41,-0.6931471805599453
host host,7,15,-0.6931471805599453
error finally,6,13,-0.6931471805599453
status pass,16,33,-0.6931471805599453
goal is,7,15,-0.6931471805599453
is required,12,25,-0.6931471805599453
return new,10,21,-0.6931471805599453
in config,8,17,-0.6931471805599453
main int,10,21,-0.6931471805599453
const fs,7,15,-0.6931471805599453
pass if,70,141,-0.6931471805599453
session management,12,25,-0.6931471805599453
ctx done,8,17,-0.6931471805599453
demonstrates the,16,33,-0.6931471805599453
pynput keyboard,6,13,-0.6931471805599453
string include,11,23,-0.6931471805599453
name to,8,17,-0.6931471805599453
where we,11,23,-0.6931471805599453
wg done,7,15,-0.6931471805599453
wg wait,6,13,-0.6931471805599453
query the,7,15,-0.6931471805599453
rate limit,10,21,-0.6931471805599453
random randint,10,21,-0.6931471805599453
const path,6,13,-0.6931471805599453
handler that,8,17,-0.6931471805599453
to original,7,15,-0.6931471805599453
at runtime,6,13,-0.6931471805599453
health check,16,33,-0.6931471805599453
json user,6,13,-0.6931471805599453
high entropy,7,15,-0.6931471805599453
len return,6,13,-0.6931471805599453
tuple list,14,29,-0.6931471805599453
team has,7,15,-0.6931471805599453
entry in,8,17,-0.6931471805599453
return all,6,13,-0.6931471805599453
service that,7,15,-0.6931471805599453
import secrets,11,23,-0.6931471805599453
authentication and,6,13,-0.6931471805599453
stdio include,13,27,-0.6931471805599453
the file,34,69,-0.6931471805599453
self start,31,63,-0.6931471805599453
the established,6,13,-0.6931471805599453
need help,8,17,-0.6931471805599453
to confirm,8,17,-0.6931471805599453
message content,8,17,-0.6931471805599453
result subprocess,9,19,-0.6931471805599453
each target,7,15,-0.6931471805599453
text str,9,19,-0.6931471805599453
windows currentversion,7,15,-0.6931471805599453
string to,8,17,-0.6931471805599453
process hiding,8,17,-0.6931471805599453
objects with,6,13,-0.6931471805599453
result else,7,15,-0.6931471805599453
result def,7,15,-0.6931471805599453
json to,7,15,-0.6931471805599453
result if,16,33,-0.6931471805599453
self time,9,19,-0.6931471805599453
be used,8,17,-0.6931471805599453
use for,9,19,-0.6931471805599453
io import,11,23,-0.6931471805599453
time and,6,13,-0.6931471805599453
as return,6,13,-0.6931471805599453
log logging,10,21,-0.6931471805599453
samples to,13,27,-0.6931471805599453
security controls,14,29,-0.6931471805599453
the specific,42,85,-0.6931471805599453
on self,12,25,-0.6931471805599453
print status,6,13,-0.6931471805599453
enum from,23,47,-0.6931471805599453
orchestrator class,7,15,-0.6931471805599453
fmt io,11,23,-0.6931471805599453
for an,7,15,-0.6931471805599453
create and,10,21,-0.6931471805599453
data if,14,29,-0.6931471805599453
our red,6,13,-0.6931471805599453
to verify,77,155,-0.6931471805599453
list dict,185,372,-0.6958317459306143
import datetime,102,206,-0.6979898050357333
string json,182,369,-0.7040168527968491
true self,44,90,-0.7041970167465302
start self,38,78,-0.705886206337375
by the,28,58,-0.7102416139192453
map string,80,164,-0.7114963192281418
log printf,26,54,-0.7114963192281418
none if,23,48,-0.7137664677626809
company com,19,40,-0.7178397931503168
is critical,18,38,-0.7191226669632059
dns resolution,18,38,-0.7191226669632059
time time,93,192,-0.7193954066348817
connects to,16,34,-0.7221347174331976
from datetime,99,205,-0.7227059828014897
from email,15,32,-0.723918839226699
any from,30,63,-0.7248958788745256
generate random,13,28,-0.7282385003712153
so our,13,28,-0.7282385003712153
method str,13,28,-0.7282385003712153
all todo,82,171,-0.728653869016855
hashlib import,66,138,-0.7297813137397257
float int,25,53,-0.7308875085427924
our iso,12,26,-0.7308875085427924
attempt to,12,26,-0.7308875085427924
for lab,24,51,-0.7323678937132265
parser target,11,24,-0.7339691750802004
filepath path,11,24,-0.7339691750802004
mu lock,11,24,-0.7339691750802004
mu unlock,11,24,-0.7339691750802004
from to,11,24,-0.7339691750802004
if provided,11,24,-0.7339691750802004
int int,254,532,-0.7372578790074183
use the,32,68,-0.7375989431307791
log each,10,22,-0.7375989431307791
list str,252,528,-0.7375989431307791
client with,10,22,-0.7375989431307791
response return,10,22,-0.7375989431307791
false def,31,66,-0.7389567165912395
int str,93,196,-0.7399089464679847
real world,19,41,-0.7419373447293773
await asyncio,9,20,-0.7419373447293773
the library,9,20,-0.7419373447293773
generates test,9,20,-0.7419373447293773
essential for,9,20,-0.7419373447293773
random choice,9,20,-0.7419373447293773
char argv,9,20,-0.7419373447293773
utcnow isoformat,27,58,-0.7453329337305155
seed for,8,18,-0.7472144018302211
implement per,8,18,-0.7472144018302211
response code,8,18,-0.7472144018302211
self text,8,18,-0.7472144018302211
none help,17,37,-0.7472144018302211
with fake,8,18,-0.7472144018302211
to archive,8,18,-0.7472144018302211
help run,8,18,-0.7472144018302211
timeout handling,8,18,-0.7472144018302211
is essential,8,18,-0.7472144018302211
if hasattr,8,18,-0.7472144018302211
accept application,8,18,-0.7472144018302211
demonstrate the,8,18,-0.7472144018302211
are not,8,18,-0.7472144018302211
to stdout,8,18,-0.7472144018302211
fatalf failed,8,18,-0.7472144018302211
support our,8,18,-0.7472144018302211
and their,8,18,-0.7472144018302211
buffer for,8,18,-0.7472144018302211
timeout self,16,35,-0.750305594399894
rules against,16,35,-0.750305594399894
self self,506,1075,-0.7524947371305466
lateral movement,7,16,-0.7537718023763802
in python,7,16,-0.7537718023763802
self event,7,16,-0.7537718023763802
password str,15,33,-0.7537718023763802
path as,7,16,-0.7537718023763802
result get,7,16,-0.7537718023763802
training platform,7,16,-0.7537718023763802
and we,15,33,-0.7537718023763802
int dict,23,50,-0.7537718023763802
as json,55,118,-0.7537718023763802
fs require,7,16,-0.7537718023763802
byte error,7,16,-0.7537718023763802
functionally equivalent,7,16,-0.7537718023763802
static void,31,67,-0.7537718023763802
the protocol,7,16,-0.7537718023763802
payloads for,15,33,-0.7537718023763802
levelname message,68,146,-0.7563260821814768
time duration,29,63,-0.7576857016975165
ci cd,66,142,-0.7581520108689411
from response,13,29,-0.7621400520468967
because our,6,14,-0.7621400520468967
educational demonstration,6,14,-0.7621400520468967
os writefile,6,14,-0.7621400520468967
block size,6,14,-0.7621400520468967
print lab,6,14,-0.7621400520468967
and service,6,14,-0.7621400520468967
def close,6,14,-0.7621400520468967
team uses,6,14,-0.7621400520468967
that identify,6,14,-0.7621400520468967
test target,6,14,-0.7621400520468967
image from,6,14,-0.7621400520468967
environment the,6,14,-0.7621400520468967
matches any,6,14,-0.7621400520468967
json marshalindent,6,14,-0.7621400520468967
parser timeout,6,14,-0.7621400520468967
pattern str,6,14,-0.7621400520468967
ip for,6,14,-0.7621400520468967
service is,6,14,-0.7621400520468967
self hashlib,6,14,-0.7621400520468967
by character,6,14,-0.7621400520468967
path require,6,14,-0.7621400520468967
request urlopen,6,14,-0.7621400520468967
tls encoding,6,14,-0.7621400520468967
character by,6,14,-0.7621400520468967
complete test,6,14,-0.7621400520468967
dataclass class,347,746,-0.7638627053583429
this to,32,70,-0.7661723155748352
for embedding,12,27,-0.7672551527136671
use this,18,40,-0.7691330875378672
default none,18,40,-0.7691330875378672
str bool,80,174,-0.7703368192510752
def stop,30,66,-0.7707054149058198
number of,23,51,-0.7731898882334817
domain str,17,38,-0.7731898882334817
format asctime,77,168,-0.7731898882334817
browser chrome,34,75,-0.7753852787969174
target process,34,75,-0.7753852787969174
port int,28,62,-0.7758388964050587
logic and,16,36,-0.7777045685880083
the specimen,16,36,-0.7777045685880083
float none,16,36,-0.7777045685880083
for training,16,36,-0.7777045685880083
kernel level,10,23,-0.7801585575495751
if needed,10,23,-0.7801585575495751
include stdlib,10,23,-0.7801585575495751
not none,10,23,-0.7801585575495751
runs on,15,34,-0.7827593392496325
with embedded,15,34,-0.7827593392496325
an attacker,15,34,-0.7827593392496325
part of,60,133,-0.7869659357776001
lock self,9,21,-0.7884573603642702
and internal,9,21,-0.7884573603642702
summary print,9,21,-0.7884573603642702
fully implemented,9,21,-0.7884573603642702
key in,9,21,-0.7884573603642702
look for,9,21,-0.7884573603642702
str pass,19,43,-0.7884573603642702
implementation python,9,21,-0.7884573603642702
logging getlogger,106,235,-0.7910029705637038
logger debug,23,52,-0.7922380832041762
connect self,13,30,-0.7949298748698876
need python,22,50,-0.796331416795176
the remote,22,50,-0.796331416795176
parse import,8,19,-0.7985076962177715
the buffer,8,19,-0.7985076962177715
to http,8,19,-0.7985076962177715
width height,17,39,-0.7985076962177715
generate realistic,8,19,-0.7985076962177715
distributed task,8,19,-0.7985076962177715
data is,8,19,-0.7985076962177715
and test,12,28,-0.8023464725249373
self timeout,16,37,-0.8043728156701697
directory for,16,37,-0.8043728156701697
dataclass field,92,207,-0.8049385865480619
implement pass,20,46,-0.8056251639866356
path self,28,64,-0.807091439909163
div class,60,136,-0.8091070616548136
and audit,7,17,-0.8109302162163288
test fixture,23,53,-0.8109302162163288
output is,11,26,-0.8109302162163288
argparse from,7,17,-0.8109302162163288
file is,7,17,-0.8109302162163288
go source,7,17,-0.8109302162163288
to filter,7,17,-0.8109302162163288
str get,7,17,-0.8109302162163288
argv if,7,17,-0.8109302162163288
before they,7,17,-0.8109302162163288
is at,7,17,-0.8109302162163288
report saved,11,26,-0.8109302162163288
file err,7,17,-0.8109302162163288
args target,7,17,-0.8109302162163288
including the,11,26,-0.8109302162163288
dict tuple,14,33,-0.8183103235139513
encode hexdigest,25,58,-0.8194409058842373
result in,10,24,-0.8209805520698301
for each,175,399,-0.8209805520698301
integrate with,10,24,-0.8209805520698301
the original,43,99,-0.8209805520698301
account credentials,10,24,-0.8209805520698301
evidence package,10,24,-0.8209805520698301
the current,32,74,-0.8209805520698301
high medium,10,24,-0.8209805520698301
if result,42,97,-0.8237673629770095
real time,24,56,-0.8241754429663495
string string,63,145,-0.8247235383486646
checks if,6,15,-0.8266785731844679
require path,6,15,-0.8266785731844679
listening on,6,15,-0.8266785731844679
in loop,6,15,-0.8266785731844679
the client,13,31,-0.8266785731844679
backoff on,6,15,-0.8266785731844679
access the,6,15,-0.8266785731844679
on test,6,15,-0.8266785731844679
os readfile,6,15,-0.8266785731844679
port port,6,15,-0.8266785731844679
process for,6,15,-0.8266785731844679
handle connection,6,15,-0.8266785731844679
dict none,27,63,-0.8266785731844679
audit record,6,15,-0.8266785731844679
header if,6,15,-0.8266785731844679
err var,6,15,-0.8266785731844679
maximize close,6,15,-0.8266785731844679
exists and,6,15,-0.8266785731844679
context and,6,15,-0.8266785731844679
and apply,6,15,-0.8266785731844679
info format,75,173,-0.8283219589281978
generate complete,9,22,-0.832909122935104
false logger,9,22,-0.832909122935104
filepath str,9,22,-0.832909122935104
self patterns,9,22,-0.832909122935104
queries for,9,22,-0.832909122935104
stdlib include,9,22,-0.832909122935104
need to,128,296,-0.8339197344410274
generate compliance,12,29,-0.8362480242006186
api calls,15,36,-0.8383291904044432
needs to,62,145,-0.8404718953168038
str path,21,50,-0.8407831793660099
understand the,24,57,-0.8415671856782186
authorization bearer,27,64,-0.8421827597204331
str field,98,229,-0.8429594587886053
explaining each,20,48,-0.8472978603872037
the existing,23,55,-0.8472978603872037
to allow,5,13,-0.8472978603872037
to and,5,13,-0.8472978603872037
padding border,11,27,-0.8472978603872037
is documented,5,13,-0.8472978603872037
ve had,5,13,-0.8472978603872037
service on,5,13,-0.8472978603872037
running processes,5,13,-0.8472978603872037
span class,11,27,-0.8472978603872037
for server,5,13,-0.8472978603872037
os from,5,13,-0.8472978603872037
name pattern,5,13,-0.8472978603872037
our last,5,13,-0.8472978603872037
process name,8,20,-0.8472978603872037
domain and,8,20,-0.8472978603872037
input type,17,41,-0.8472978603872037
generates the,5,13,-0.8472978603872037
they don,11,27,-0.8472978603872037
body if,11,27,-0.8472978603872037
module api,5,13,-0.8472978603872037
status if,8,20,-0.8472978603872037
sequence of,5,13,-0.8472978603872037
write the,17,41,-0.8472978603872037
client to,8,20,-0.8472978603872037
data into,8,20,-0.8472978603872037
bytes as,8,20,-0.8472978603872037
each test,14,34,-0.8472978603872037
and the,103,242,-0.8486705441991758
verify the,19,46,-0.8544153281560676
to determine,13,32,-0.8574502318512216
with random,13,32,-0.8574502318512216
false if,32,77,-0.8602012652231115
for task,10,25,-0.8602012652231115
info loaded,10,25,-0.8602012652231115
the real,10,25,-0.8602012652231115
target device,10,25,-0.8602012652231115
if len,62,148,-0.8608115795539264
stop self,29,70,-0.86148249537916
on our,18,44,-0.8622235106038793
the todo,64,153,-0.8625653325179921
the next,7,18,-0.8649974374866045
files to,7,18,-0.8649974374866045
report output,7,18,-0.8649974374866045
and result,7,18,-0.8649974374866045
true class,7,18,-0.8649974374866045
in ci,7,18,-0.8649974374866045
test run,7,18,-0.8649974374866045
secrets kubernetes,7,18,-0.8649974374866045
the same,117,280,-0.867670044868081
it to,12,30,-0.8690378470236094
response status,12,30,-0.8690378470236094
split if,12,30,-0.8690378470236094
name message,12,30,-0.8690378470236094
return this,12,30,-0.8690378470236094
can be,35,85,-0.8708283577973976
tempfile import,14,35,-0.8754687373538999
path exists,9,23,-0.8754687373538999
constructor this,9,23,-0.8754687373538999
import tempfile,19,47,-0.8754687373538999
threading event,9,23,-0.8754687373538999
requests for,9,23,-0.8754687373538999
key pem,11,28,-0.8823891801984737
so we,23,57,-0.8823891801984737
background color,11,28,-0.8823891801984737
in seconds,18,45,-0.8842024173226546
str timestamp,32,79,-0.8855190732074014
api and,6,16,-0.8873031950009028
api integration,6,16,-0.8873031950009028
elapsed time,6,16,-0.8873031950009028
path list,6,16,-0.8873031950009028
token header,6,16,-0.8873031950009028
server is,6,16,-0.8873031950009028
recursive true,6,16,-0.8873031950009028
radius font,6,16,-0.8873031950009028
none dict,6,16,-0.8873031950009028
return def,20,50,-0.8873031950009028
search api,6,16,-0.8873031950009028
windows and,6,16,-0.8873031950009028
to list,6,16,-0.8873031950009028
crypto tls,6,16,-0.8873031950009028
pipeline our,6,16,-0.8873031950009028
failed for,6,16,-0.8873031950009028
to known,6,16,-0.8873031950009028
bool list,8,21,-0.8938178760220964
message with,8,21,-0.8938178760220964
endpoints and,8,21,-0.8938178760220964
the generated,8,21,-0.8938178760220964
the directory,8,21,-0.8938178760220964
resilience validation,8,21,-0.8938178760220964
keyboard listener,8,21,-0.8938178760220964
test results,8,21,-0.8938178760220964
with aes,8,21,-0.8938178760220964
pipeline for,10,26,-0.8979415932059586
result return,10,26,-0.8979415932059586
client http,10,26,-0.8979415932059586
include string,10,26,-0.8979415932059586
bool bool,10,26,-0.8979415932059586
list dataclass,10,26,-0.8979415932059586
focused on,12,31,-0.9007865453381898
convert to,12,31,-0.9007865453381898
anomaly detection,12,31,-0.9007865453381898
list detectionresult,14,36,-0.9028677115420143
from the,85,212,-0.9069448694559173
if this,26,66,-0.908855753386637
that our,84,210,-0.90920687698575
pci dss,71,178,-0.9107196868246996
attack surface,5,14,-0.916290731874155
self status,9,24,-0.916290731874155
the validator,7,19,-0.916290731874155
const report,5,14,-0.916290731874155
new url,5,14,-0.916290731874155
new promise,5,14,-0.916290731874155
else none,15,39,-0.916290731874155
asset management,5,14,-0.916290731874155
ii compliance,7,19,-0.916290731874155
window location,7,19,-0.916290731874155
browser simulation,5,14,-0.916290731874155
our compliance,21,54,-0.916290731874155
optional float,13,34,-0.916290731874155
code with,7,19,-0.916290731874155
set of,9,24,-0.916290731874155
the device,7,19,-0.916290731874155
create remote,5,14,-0.916290731874155
private key,9,24,-0.916290731874155
to encrypt,5,14,-0.916290731874155
if all,15,39,-0.916290731874155
api server,11,29,-0.916290731874155
target is,5,14,-0.916290731874155
metadata metadata,5,14,-0.916290731874155
authentication token,5,14,-0.916290731874155
to add,5,14,-0.916290731874155
float dataclass,11,29,-0.916290731874155
infrastructure and,5,14,-0.916290731874155
user user,7,19,-0.916290731874155
false positives,9,24,-0.916290731874155
endpoints for,7,19,-0.916290731874155
url and,7,19,-0.916290731874155
bearer token,5,14,-0.916290731874155
the user,15,39,-0.916290731874155
serve as,5,14,-0.916290731874155
of dns,5,14,-0.916290731874155
that students,17,44,-0.916290731874155
batch of,7,19,-0.916290731874155
self image,13,34,-0.916290731874155
char int,5,14,-0.916290731874155
test files,9,24,-0.916290731874155
args with,5,14,-0.916290731874155
at each,5,14,-0.916290731874155
not found,26,67,-0.9236708391717776
for my,16,42,-0.9279867716373464
timeout int,12,32,-0.9315582040049435
account token,12,32,-0.9315582040049435
to access,12,32,-0.9315582040049435
json load,12,32,-0.9315582040049435
but we,12,32,-0.9315582040049435
timeout if,12,32,-0.9315582040049435
the endpoint,12,32,-0.9315582040049435
levelname name,10,27,-0.9343092373768334
in for,10,27,-0.9343092373768334
await self,21,55,-0.9343092373768334
for container,8,22,-0.9382696385929302
source that,8,22,-0.9382696385929302
if available,8,22,-0.9382696385929302
is what,8,22,-0.9382696385929302
need an,8,22,-0.9382696385929302
self vector,8,22,-0.9382696385929302
under test,8,22,-0.9382696385929302
to implement,8,22,-0.9382696385929302
the lab,63,163,-0.9409833444645266
name for,15,40,-0.9409833444645266
start the,29,76,-0.9426080401915284
that only,6,17,-0.9444616088408513
report validator,6,17,-0.9444616088408513
our central,6,17,-0.9444616088408513
callback for,6,17,-0.9444616088408513
list class,6,17,-0.9444616088408513
our production,6,17,-0.9444616088408513
argv return,6,17,-0.9444616088408513
for reproducibility,6,17,-0.9444616088408513
re search,6,17,-0.9444616088408513
but it,6,17,-0.9444616088408513
is present,6,17,-0.9444616088408513
web security,6,17,-0.9444616088408513
if connection,6,17,-0.9444616088408513
profile profile,6,17,-0.9444616088408513
url to,6,17,-0.9444616088408513
logger info,306,789,-0.9451851978738699
as part,25,66,-0.946596081369484
now isoformat,18,48,-0.9473813189441862
timestamp datetime,56,146,-0.9473813189441862
except exception,68,177,-0.9476770456948258
check for,47,123,-0.9490805546971459
self with,11,30,-0.9490805546971459
with metadata,11,30,-0.9490805546971459
this test,11,30,-0.9490805546971459
the simulated,11,30,-0.9490805546971459
test server,16,43,-0.9509762898620451
str str,541,1402,-0.9511020786628147
return self,48,126,-0.9523667883479647
should be,63,165,-0.9531047049968713
uuid import,9,25,-0.9555114450274362
medium low,9,25,-0.9555114450274362
using the,24,64,-0.9555114450274362
is accessible,9,25,-0.9555114450274362
critical high,9,25,-0.9555114450274362
type ii,52,137,-0.9569617716050829
the full,55,145,-0.9582549309731873
log the,27,72,-0.9582549309731873
return results,17,46,-0.9597758438138939
the specified,12,33,-0.9614111671546247
importerror false,12,33,-0.9614111671546247
the main,12,33,-0.9614111671546247
the test,98,258,-0.9617082115649478
str int,151,397,-0.9625714844381613
sync waitgroup,7,20,-0.965080896043587
and understand,7,20,-0.965080896043587
kubernetes io,7,20,-0.965080896043587
at offset,7,20,-0.965080896043587
run secrets,7,20,-0.965080896043587
functionality including,7,20,-0.965080896043587
true for,7,20,-0.965080896043587
json type,7,20,-0.965080896043587
line in,7,20,-0.965080896043587
methods the,7,20,-0.965080896043587
for any,7,20,-0.965080896043587
post headers,7,20,-0.965080896043587
list int,10,28,-0.9694005571881035
data get,10,28,-0.9694005571881035
proof of,10,28,-0.9694005571881035
pipeline and,10,28,-0.9694005571881035
string todo,10,28,-0.9694005571881035
asctime name,43,115,-0.9694005571881035
str def,27,73,-0.9718605830289657
report self,13,36,-0.9718605830289657
the request,16,44,-0.9734491457141037
failed return,19,52,-0.9745596399981307
clean up,22,60,-0.9753796482441617
argparse parser,29,79,-0.9808292530117262
io log,5,15,-0.9808292530117262
uploaded to,5,15,-0.9808292530117262
return return,11,31,-0.9808292530117262
int field,5,15,-0.9808292530117262
int os,5,15,-0.9808292530117262
works at,5,15,-0.9808292530117262
category str,8,23,-0.9808292530117262
tokens are,8,23,-0.9808292530117262
transport http,5,15,-0.9808292530117262
response from,8,23,-0.9808292530117262
of each,8,23,-0.9808292530117262
build and,8,23,-0.9808292530117262
content in,5,15,-0.9808292530117262
web server,17,47,-0.9808292530117262
on isolated,5,15,-0.9808292530117262
use of,5,15,-0.9808292530117262
self entry,5,15,-0.9808292530117262
implement using,8,23,-0.9808292530117262
handle the,11,31,-0.9808292530117262
path help,5,15,-0.9808292530117262
it as,8,23,-0.9808292530117262
and query,5,15,-0.9808292530117262
record of,5,15,-0.9808292530117262
items print,5,15,-0.9808292530117262
harness that,5,15,-0.9808292530117262
is loaded,5,15,-0.9808292530117262
each todo,8,23,-0.9808292530117262
done return,5,15,-0.9808292530117262
server todo,5,15,-0.9808292530117262
json jsondecodeerror,5,15,-0.9808292530117262
and check,8,23,-0.9808292530117262
in json,5,15,-0.9808292530117262
todo generate,72,195,-0.9876552180821261
the compliance,15,42,-0.9886113934537811
this is,185,499,-0.9888614247089904
action help,22,61,-0.9916401691159418
and our,32,88,-0.9921288082656595
each pattern,9,26,-0.9932517730102834
timeout timeout,19,53,-0.9932517730102834
try const,9,26,-0.9932517730102834
building an,23,64,-0.9963334395476914
argv else,6,18,-0.9985288301111271
test for,6,18,-0.9985288301111271
timeout type,6,18,-0.9985288301111271
server to,6,18,-0.9985288301111271
server self,6,18,-0.9985288301111271
pattern that,6,18,-0.9985288301111271
target endpoint,6,18,-0.9985288301111271
processing pipeline,6,18,-0.9985288301111271
isoformat self,6,18,-0.9985288301111271
the entry,6,18,-0.9985288301111271
self threading,34,94,-0.9985288301111271
from proc,6,18,-0.9985288301111271
self service,6,18,-0.9985288301111271
can run,6,18,-0.9985288301111271
this as,6,18,-0.9985288301111271
flask application,6,18,-0.9985288301111271
serves the,6,18,-0.9985288301111271
image to,10,29,-1.0033021088637848
the source,10,29,-1.0033021088637848
due to,10,29,-1.0033021088637848
to return,10,29,-1.0033021088637848
big endian,10,29,-1.0033021088637848
us to,10,29,-1.0033021088637848
method post,14,40,-1.0055218656020977
self signed,7,21,-1.0116009116784799
